Ranking,World Ranking,University,Country,Impact Rank,Openness Rank,Excellence Rank,Uni Profile
2682,25967,Universitas Budi Darma,Indonesia,25840,6553,7212,https://en.wikipedia.org/wiki/Universitas Budi Dar
2683,26047,Universitas Hein Namotemo,Indonesia,26802,6457,7212,https://en.wikipedia.org/wiki/Universitas Hein Nam
2684,26048,Akademi Akupunktur Surabaya,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Akademi Akupunktur S
2685,26048,Colegio de Sta Catalina de Alejandria,Philipine,25926,6553,7212,https://en.wikipedia.org/wiki/Colegio de Sta Catal
2686,26048,Institut Agama Islam Al Qodiri Jember,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
2687,26048,Ledang Community College,Malaysia,25926,6553,7212,https://en.wikipedia.org/wiki/Ledang Community Col
2688,26048,Raffles College,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Raffles College
2689,26048,STAH Dharma Nusantara Jakarta,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/STAH Dharma Nusantar
2690,26048,Sekolah Tinggi Ilmu Ekonomi STIE Pancasetia Banjarmasin,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2691,26048,Sekolah Tinggi Ilmu Ekonomi STIE Solusi Bisnis Indonesia Sleman,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2692,26048,Sekolah Tinggi Ilmu Kesehatan Holistik Purwakarta,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2693,26048,Sekolah Tinggi Ilmu Kesehatan STIKES Wira Husada,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2694,26048,Sekolah Tinggi Ilmu Komputer STIKOM Medan,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2695,26048,Sekolah Tinggi Agama Islam Syeh Mansur,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
2696,26048,(1) Universitas Iskandar Muda,Indonesia,25926,6553,7212,https://en.wikipedia.org/wiki/(1) Universitas Iska
2697,26143,Universitas Kristen Indonesia Tomohon,Indonesia,26029,6553,7212,https://ror.org/02whw1h12
2698,26143,Institut Sains dan Teknologi TD Pardede Medan,Indonesia,26029,6553,7212,https://ror.org/04yff2m38
2699,26143,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Yadika Bangil,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2700,26143,Akademi Keperawatan AKPER Fatmawati,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
2701,26143,ASA College,Malaysia,26029,6553,7212,https://en.wikipedia.org/wiki/ASA College / Kolej 
2702,26143,Akademi Tehnik Mesin Industri ATMI Cikarang,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Akademi Tehnik Mesin
2703,26143,Connect Institute American University in Myanmar,Myanmar,26029,6553,7212,https://en.wikipedia.org/wiki/Connect Institute Am
2704,26143,Himasis Politeknik STMI Jakarta,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Himasis Politeknik S
2705,26143,Sekolah Tinggi Teknologi Ilmu Komputer Insan Unggul Cilegon,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekno
2706,26143,ITB Semarang,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/ITB Semarang
2707,26143,Sekolah Tinggi Ilmu Ekonomi STIE Pariwisata Bandung,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2708,26143,Sekolah Tinggi Ilmu Kesehatan STIKES Bahrul Ulum Jombang,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2709,26143,Sekolah Tinggi Theologia STT Abdiel Ungaran Jawa Tengah,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Theol
2710,26143,Sekolah Tinggi Teologi Apollos Jakarta,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
2711,26143,Akademi Pengamanan Penerbangan Malang,Indonesia,26029,6553,7212,https://en.wikipedia.org/wiki/Akademi Pengamanan P
2712,26143,YTL International College of Hotel Management,Malaysia,26029,6553,7212,https://en.wikipedia.org/wiki/YTL International Co
2713,26230,Institut Pariwisata dan Bisnis Internasional,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Institut Pariwisata 
2714,26230,Sekolah Tinggi Ilmu Ekonomi STIE Ganesha,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2715,26230,Akademi Manajemen Informatika dan Komputer AMIK Harapan Bangsa Surakarta,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Akademi Manajemen In
2716,26230,Institut SINARAN,Malaysia,26121,6553,7212,https://en.wikipedia.org/wiki/Institut SINARAN
2717,26230,(3) Mindanao State University Tawi-Tawi College of Technology and Oceanography,Philipine,26121,6553,7212,https://en.wikipedia.org/wiki/(3) Mindanao State U
2718,26230,Nong Bua Community College,Thailand,26121,6553,7212,https://en.wikipedia.org/wiki/Nong Bua Community C
2719,26230,Pine Academy Group,Malaysia,26121,6553,7212,https://en.wikipedia.org/wiki/Pine Academy Group
2720,26230,Politeknik YKPN,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Politeknik YKPN
2721,26230,Sekolah Tinggi Ilmu Ekonomi STIE Rahmaniyah Sekayu Kabupaten Musi Banyuasin,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2722,26230,Sekolah Tinggi Ilmu STI Syariah Hidayatullah Balikpapan,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2723,26230,Sekolah Tinggi Ilmu Sosial dan Ilmu Politik STISIPOL Raja Haji Tanjungpinang,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2724,26230,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Bina Nusantara Jaya Lubuklinggau,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2725,26230,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Cikarang Bekasi,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2726,26230,Sekolah Tinggi Teologi STT Satyabhakti,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Teolo
2727,26230,Universitas Nahdlatul Ulama Kalimantan Barat,Indonesia,26121,6553,7212,https://en.wikipedia.org/wiki/Universitas Nahdlatu
2728,26313,Sekolah Tinggi Manajemen Informatika Komputer STIKOM Uyelindo Kupang,Indonesia,26703,6507,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2729,26316,Akademi Keperawatan AKPER YKY Yogyakarta,Indonesia,26211,6553,7212,https://ror.org/00mwcha69
2730,26316,Yayasan Perguruan Sawerigading Makassar,Indonesia,26211,6553,7212,https://ror.org/02nc54350
2731,26316,Sekolah Tinggi Teknik STT Malang,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekni
2732,26316,Sekolah Tinggi Ilmu Kesehatan STIKES Adi Husada,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2733,26316,Harvest International Theology Seminary HITS,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Harvest Internationa
2734,26316,Hinthada University,Myanmar,26211,6553,7212,https://en.wikipedia.org/wiki/Hinthada University
2735,26316,Institut Pendidikan Guru Kampus Darulaman IPGKDA,Malaysia,26211,6553,7212,https://en.wikipedia.org/wiki/Institut Pendidikan 
2736,26316,Perguruan Tinggi Kesehatan Politeknik Karya Husada Jakarta,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Perguruan Tinggi Kes
2737,26316,Kolej Uniti,Malaysia,26211,6553,7212,https://en.wikipedia.org/wiki/Kolej Uniti
2738,26316,Kolej Teknologi Darulnaim,Malaysia,26211,6553,7212,https://en.wikipedia.org/wiki/Kolej Teknologi Daru
2739,26316,Akademi Pariwisata Majapahit,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata M
2740,26316,Netherlands Maritime University College,Malaysia,26211,6553,7212,https://en.wikipedia.org/wiki/Netherlands Maritime
2741,26316,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Pelita Nusantara Medan,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2742,26316,Politeknik PGRI Banten,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Politeknik PGRI Bant
2743,26316,Sekolah Tinggi Manajemen Informatika dan Komputer PPKIA Tarakanita Rahmawati Tarakan,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2744,26316,Sekolah Tinggi Agama IslamSTAI Darussalam Lampung,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
2745,26316,Sekolah Tinggi Ilmu Ekonomi Nasional STIENAS Banjarmasin,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2746,26316,Sekolah Tinggi Ilmu Kesehatan STIKES Advaita Medika Tabanan,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2747,26316,Sekolah Tinggi Ilmu Kesehatan STIKES Karya Husada Pare Kediri Kediri,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2748,26316,STIKESMI STIKes Sukabumi,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/STIKESMI STIKes Suka
2749,26316,Sekolah Tinggi Ilmu Manajemen STIM Lasharan Jaya Makassar,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2750,26316,Sekolah Tinggi Ilmu Tarbiyah Al Ibrohimy Bangkalan,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2751,26316,Sekolah Tinggi Ilmu Ushuluddin STIU Darul Hikmah,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2752,26316,Sekolah Tinggi Teknologi Warga Surakarta,Indonesia,26211,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekno
2753,26424,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP NU Indramayu,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
2754,26424,Akademi Metrologi dan Instrumentasi,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Akademi Metrologi da
2755,26424,Almacrest International College,Malaysia,26322,6553,7212,https://en.wikipedia.org/wiki/Almacrest Internatio
2756,26424,Erican College,Malaysia,26322,6553,7212,https://en.wikipedia.org/wiki/Erican College
2757,26424,(3) Universitas Muhammadiyah Tangerang Fakultas Ilmu Kesehatan,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/(3) Universitas Muha
2758,26424,Kolej Islam Teknologi Antarabangsa Pulau Pinang,Malaysia,26322,6553,7212,https://en.wikipedia.org/wiki/Kolej Islam Teknolog
2759,26424,Negros College,Philipine,26322,6553,7212,https://en.wikipedia.org/wiki/Negros College
2760,26424,PLT College,Philipine,26322,6553,7212,https://en.wikipedia.org/wiki/PLT College
2761,26424,Pattani Community College,Thailand,26322,6553,7212,https://en.wikipedia.org/wiki/Pattani Community Co
2762,26424,Politeknik Pembangangunan Pertanian POLBANGTAN Gowa,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Politeknik Pembangan
2763,26424,Politeknik Pusmanu Pekalongan,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Politeknik Pusmanu P
2764,26424,Sekolah Tinggi Agama Islam STAI Brebes,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
2765,26424,Sekolah Tinggi Agama Islam Cirebon STAIC,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
2766,26424,Sekolah Tinggi Agama Islam Negeri STAIN Kerinci,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
2767,26424,Universitas Mohammad Natsir Bukittinggi,Indonesia,26322,6553,7212,https://en.wikipedia.org/wiki/Universitas Mohammad
2768,26503,Saint John's University Thailand,Thailand,26406,6553,7212,https://ror.org/04ec26n40
2769,26503,Akademi Perekam Medis & Informasi Kesehatan Bhumi Husada Jakarta APIKES BHJ,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/Akademi Perekam Medi
2770,26503,Akademi Teknik Soroako,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/Akademi Teknik Soroa
2771,26503,Bac Ha International University,Vietnam,26406,6553,7212,https://en.wikipedia.org/wiki/Bac Ha International
2772,26503,Akademi Keperawatan AKPER Sidoarjo,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
2773,26503,Kolej Teknologi Timur,Malaysia,26406,6553,7212,https://en.wikipedia.org/wiki/Kolej Teknologi Timu
2774,26503,Narathiwat Community College,Thailand,26406,6553,7212,https://en.wikipedia.org/wiki/Narathiwat Community
2775,26503,Politeknik Purbaya Tegal,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/Politeknik Purbaya T
2776,26503,Republic Central Colleges,Philipine,26406,6553,7212,https://en.wikipedia.org/wiki/Republic Central Col
2777,26503,(6) St. Mary's College,Philipine,26406,6553,7212,https://en.wikipedia.org/wiki/(6) St. Mary's Colle
2778,26503,STEI Al Amar Subang,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/STEI Al Amar Subang
2779,26503,Sekolah Tinggi Ilmu Ekonomi STIE Sakti Alam Kerinci,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2780,26503,Sekolah Tinggi Ilmu Farmasi STIFI Perintis Padang,Indonesia,26406,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2781,26599,Southern Leyte State University,Philipine,28866,6036,7212,https://ror.org/0530tab10
2782,26602,Guagua National Colleges Pampanga,Philipine,26506,6553,7212,https://en.wikipedia.org/wiki/Guagua National Coll
2783,26602,IAI Agus Salim Metro,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/IAI Agus Salim Metro
2784,26602,Ican College,Malaysia,26506,6553,7212,https://en.wikipedia.org/wiki/Ican College
2785,26602,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Widuri,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2786,26602,Mukdahan Community College,Thailand,26506,6553,7212,https://en.wikipedia.org/wiki/Mukdahan Community C
2787,26602,STIKES ISFI Banjarmasin,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/STIKES ISFI Banjarma
2788,26602,Sekolah Tinggi Ilmu Maritim AMI,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2789,26602,Akademi Pariwisata STIPARY Yogyakarta,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/Akademi Pariwisata S
2790,26602,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP PGRI Situbondo,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
2791,26602,Sekolah Tinggi Manajemen Informatika dan Komputer STMIK Profesional Makassar,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Manaj
2792,26602,Universitas Bina Mandiri Gorontalo UBMG,Indonesia,26506,6553,7212,https://en.wikipedia.org/wiki/Universitas Bina Man
2793,26602,University of Computer Studies Banmaw,Myanmar,26506,6553,7212,https://en.wikipedia.org/wiki/University of Comput
2794,26697,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Al Maksum,Indonesia,28532,6186,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
2795,26698,Myanmar Maritime University,Myanmar,26601,6553,7212,https://ror.org/03vcw8q46
2796,26698,Sekolah Tinggi Ilmu Ekonomi STIE Indocakti Malang,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2797,26698,Sekolah Tinggi Ilmu Ekonomi STIE Mulia Pratama,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2798,26698,Sekolah Tinggi Ilmu Komunikasi STIKOM Prosia,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2799,26698,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP YPM Bangko,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
2800,26698,Institut Agama Islam Bakti Negara IBN Tegal,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
2801,26698,National Craft Institute,Malaysia,26601,6553,7212,https://en.wikipedia.org/wiki/National Craft Insti
2802,26698,Kampus Indonesia,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Kampus Indonesia
2803,26698,Poltek STIA LAN Makassar,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Poltek STIA LAN Maka
2804,26698,Sekolah Tinggi Agama Islam An-najah Indonesia Mandiri STAINIM,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
2805,26698,STID Mohammad Natsir,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/STID Mohammad Natsir
2806,26698,Sekolah Tinggi Ilmu Ekonomi STIE Cirebon,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2807,26698,Sekolah Tinggi Ilmu Ekonomi STIE Tunas Nusantara,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2808,26698,Sekolah Tinggi Ilmu Kesehatan STIKES Payung Negeri,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2809,26698,Sekolah Tinggi Ilmu Pertanian STIPER Amuntai,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2810,26698,Sekolah Tinggi Teknologi Cirebon,Indonesia,26601,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Tekno
2811,26798,Universitas Tribuana Kalabahi,Indonesia,27473,6457,7212,https://en.wikipedia.org/wiki/Universitas Tribuana
2812,26800,Akademi Keperawatan AKPER Ngestiwaluyo,Indonesia,26702,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
2813,26801,Santapol Technological College,Thailand,26703,6553,7212,https://ror.org/03rfp4q66
2814,26801,Universitas Pawyatan Daha Kediri,Indonesia,26703,6553,7212,https://ror.org/05kz9ez20
2815,26801,Sekolah Perhotelan Yogyakarta,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Sekolah Perhotelan Y
2816,26801,Akademi Kesejahteraan Sosial AKK,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Akademi Kesejahteraa
2817,26801,Akademi Pelayaran Nasional Surakarta,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Akademi Pelayaran Na
2818,26801,Akademi Seni dan Desain Indonesia ASDI Surakarta,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Akademi Seni dan Des
2819,26801,Excel International College,Malaysia,26703,6553,7212,https://en.wikipedia.org/wiki/Excel International 
2820,26801,Ho Chi Minh National Academy of Politics and Public Administration,Vietnam,26703,6553,7212,https://en.wikipedia.org/wiki/Ho Chi Minh National
2821,26801,Institut Agama Islam IAI Nurul Hakim,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Institut Agama Islam
2822,26801,Institut Studi Islam Fahmina,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Institut Studi Islam
2823,26801,(3) Pascasarjana Universitas Pendidikan Nasional Undiknas University,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/(3) Pascasarjana Uni
2824,26801,Politeknik Pekerjaan Umum,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Politeknik Pekerjaan
2825,26801,Politeknik Penerbangan Medan,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Politeknik Penerbang
2826,26801,Sekolah Tinggi Ilmu Ekonomi STIE Indonesia Malang,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2827,26801,STIE Pasaman,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/STIE Pasaman
2828,26801,Sekolah Tinggi Ilmu Hukum STIH Tambun Bungai,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2829,26801,Sekolah Tinggi Ilmu Kesehatan STIKES Kendedes Malang,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2830,26801,Sekolah Tinggi Ilmu Kesehatan STIKES Pamenang,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Ilmu 
2831,26801,Sekolah Tinggi Keguruan dan Ilmu Pendidikan STKIP Pamane Talino,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Kegur
2832,26801,Universitas Surya Kampus Nusantara,Indonesia,26703,6553,7212,https://en.wikipedia.org/wiki/Universitas Surya Ka
2833,26895,Universitas Al Washliyah Labuhan Batu,Indonesia,26802,6553,7212,https://ror.org/001hawd46
2834,26895,Akademi Statistika Muhammadiyah Semarang,Indonesia,26802,6553,7212,https://en.wikipedia.org/wiki/Akademi Statistika M
2835,26895,Akademi Keperawatan AKPER Jogjakarta,Indonesia,26802,6553,7212,https://en.wikipedia.org/wiki/Akademi Keperawatan 
2836,26895,BAN-PT Universitas,Indonesia,26802,6553,7212,https://en.wikipedia.org/wiki/BAN-PT Universitas
2837,26895,IBS College,Malaysia,26802,6553,7212,https://en.wikipedia.org/wiki/IBS College
2838,26895,Kolej Aman Batu Pahat,Malaysia,26802,6553,7212,https://en.wikipedia.org/wiki/Kolej Aman Batu Paha
2839,26895,Ocean Institute of Audio Technology,Malaysia,26802,6553,7212,https://en.wikipedia.org/wiki/Ocean Institute of A
2840,26895,Politeknik Piksi Input Serang,Indonesia,26802,6553,7212,https://en.wikipedia.org/wiki/Politeknik Piksi Inp
2841,26895,Politeknik Kesehatan Kartini Bali,Indonesia,26802,6553,7212,https://en.wikipedia.org/wiki/Politeknik Kesehatan
2842,26895,Riam Institute of Technology,Malaysia,26802,6553,7212,https://en.wikipedia.org/wiki/Riam Institute of Te
2843,26895,Satt College,Malaysia,26802,6553,7212,https://en.wikipedia.org/wiki/Satt College
2844,26895,Sekolah Tinggi Agama Islam STAI Persis Bandung,Indonesia,26802,6553,7212,https://en.wikipedia.org/wiki/Sekolah Tinggi Agama
